"datestop","timestop","sex","race","age","weight","haircolr","eyecolor","build","city","inside","location","typeofid","perobs","perstop","arstmade","sumissue","frisked","searched","contrabn","radio","height","pf","weap"
1102015,28,"M","BLACK",24,163,"BROWN","BROWN","MEDIUM","MANHATTAN","1","HOUSING AUTHORITY","PHOTO",1,"18","0","0","1","0","0","1",73,"0","0"
1102015,30,"M","BLACK",22,140,"BALD","BROWN","THIN","BRONX","0","NEITHER","PHOTO",2,"20","0","0","1","0","0","0",56,"0","0"
1102015,100,"M","BLACK",28,150,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",2,"2","0","0","1","0","0","0",66,"1","0"
1102015,120,"M","ASIAN/PACIFIC ISLANDER",24,170,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",5,"5","0","0","1","0","0","0",69,"0","0"
1102015,120,"M","BLACK",15,140,"BLACK","BROWN","THIN","BROOKLYN","1","TRANSIT AUTHORITY","VERBAL",3,"10","0","0","1","0","0","1",70,"1","0"
1102015,121,"M","WHITE-HISPANIC",20,200,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",67,"1","0"
1102015,130,"M","WHITE-HISPANIC",26,210,"BLACK","BROWN","HEAVY","BROOKLYN","0","NEITHER","PHOTO",15,"15","0","0","1","0","0","1",64,"1","0"
1102015,130,"M","WHITE-HISPANIC",38,190,"BLACK","BROWN","MEDIUM","STATEN IS","0","NEITHER","VERBAL",2,"5","0","0","1","0","0","0",71,"0","0"
1102015,147,"F","BLACK",28,250,"BLACK","BLACK","HEAVY","QUEENS","0","NEITHER","PHOTO",2,"10","0","0","1","0","0","1",74,"1","0"
1102015,147,"M","BLACK",28,160,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",2,"10","0","0","1","0","0","1",70,"1","0"
1102015,147,"M","BLACK",21,175,"BLACK","BLACK","THIN","QUEENS","0","NEITHER","PHOTO",2,"10","0","0","1","0","0","1",70,"1","0"
1102015,215,"M","WHITE",23,180,"BLACK","BROWN","MEDIUM","BROOKLYN","1","TRANSIT AUTHORITY","PHOTO",1,"5","0","0","0","0","0","0",71,"0","0"
1102015,220,"M","BLACK",24,220,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","PHOTO",1,"5","0","0","0","0","0","0",68,"0","0"
1102015,230,"M","WHITE-HISPANIC",35,190,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",2,"15","0","0","1","0","0","0",70,"0","0"
1102015,235,"F","BLACK-HISPANIC",15,180,"BLACK","BROWN","MEDIUM","STATEN IS","0","NEITHER","VERBAL",1,"2","0","0","1","0","0","1",65,"0","0"
1102015,235,"F","WHITE-HISPANIC",21,160,"BLACK","BROWN","THIN","STATEN IS","0","NEITHER","VERBAL",1,"2","0","0","1","0","0","1",64,"0","0"
1102015,245,"M","WHITE-HISPANIC",28,160,"BROWN","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"10","1","0","1","0","0","0",64,"0","0"
1102015,245,"M","WHITE-HISPANIC",27,210,"BROWN","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"10","1","0","1","0","0","0",71,"1","0"
1102015,315,"M","WHITE-HISPANIC",26,145,"BLACK","BROWN","MEDIUM","MANHATTAN","1","NEITHER","PHOTO",5,"10","1","0","1","1","0","0",72,"1","1"
1102015,325,"M","BLACK",25,160,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",66,"1","0"
1102015,325,"M","BLACK",26,170,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","1",70,"1","0"
1102015,325,"M","BLACK",19,140,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",72,"1","0"
1102015,350,"M","WHITE-HISPANIC",27,180,"BROWN","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",65,"1","0"
1102015,350,"M","WHITE-HISPANIC",27,180,"BROWN","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",71,"0","0"
1102015,420,"M","BLACK",24,170,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",68,"1","0"
1102015,500,"M","BLACK",40,220,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"10","0","0","1","1","0","0",68,"1","0"
1102015,500,"M","BLACK",42,185,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"10","0","0","1","1","0","0",70,"1","0"
1102015,522,"M","BLACK-HISPANIC",19,140,"BLACK","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"10","0","0","1","1","0","0",68,"1","0"
1102015,522,"M","BLACK-HISPANIC",17,150,"BROWN","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"10","0","0","1","1","0","0",68,"1","0"
1102015,522,"M","BLACK-HISPANIC",20,160,"BROWN","BROWN","THIN","BRONX","0","NEITHER","VERBAL",0,"10","0","0","1","1","0","0",70,"1","0"
1102015,1020,"M","BLACK",58,175,"BROWN","BROWN","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",5,"5","1","0","0","1","0","1",68,"1","0"
1102015,1025,"M","BLACK",43,190,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"3","0","0","1","0","0","1",71,"0","0"
1102015,1202,"M","WHITE",55,170,"SALT AND PEPPER","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",3,"1","0","0","0","0","0","0",70,"0","0"
1102015,1230,"M","WHITE-HISPANIC",24,160,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",10,"15","0","0","1","0","0","1",69,"0","0"
1102015,1235,"M","BLACK",24,200,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",76,"0","0"
1102015,1300,"M","BLACK",34,165,"BROWN","BROWN","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",4,"10","0","0","1","0","0","1",69,"0","0"
1102015,1350,"M","WHITE-HISPANIC",42,150,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","VERBAL",20,"10","1","0","1","1","0","0",67,"0","0"
1102015,1350,"M","WHITE",48,140,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",20,"10","1","0","1","1","0","0",66,"0","0"
1102015,1450,"M","BLACK",54,160,"BLACK","BROWN","MEDIUM","QUEENS","1","NEITHER","VERBAL",1,"4","0","0","1","1","0","1",70,"0","0"
1102015,1515,"M","BLACK-HISPANIC",31,190,"BROWN","BLACK","MEDIUM","MANHATTAN","1","NEITHER","VERBAL",2,"5","0","0","1","0","0","0",70,"1","0"
1102015,1515,"M","WHITE-HISPANIC",25,230,"BLACK","BROWN","HEAVY","MANHATTAN","1","NEITHER","VERBAL",1,"1","0","0","1","0","0","0",75,"0","0"
1102015,1545,"M","BLACK",40,180,"BLACK","BROWN","THIN","BROOKLYN","1","HOUSING AUTHORITY","REFUSED",1,"3","0","0","1","0","0","1",72,"0","0"
1102015,1600,"M","ASIAN/PACIFIC ISLANDER",39,180,"BLACK","BLACK","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","1","0","1","1","0","0",65,"0","0"
1102015,1610,"M","BLACK",999,185,"BLACK","HAZEL","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",1,"3","0","0","1","1","0","0",70,"1","0"
1102015,1620,"M","BLACK",18,200,"BLACK","BROWN","MEDIUM","BRONX","1","NEITHER","VERBAL",2,"5","0","0","1","0","0","1",70,"1","0"
1102015,1645,"M","BLACK",36,160,"BLACK","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","1",68,"1","0"
1102015,1645,"M","BLACK",36,180,"BLACK","BROWN","THIN","BRONX","0","HOUSING AUTHORITY","VERBAL",1,"5","0","0","1","0","0","1",72,"1","0"
1102015,1648,"M","BLACK",18,150,"BLACK","BROWN","THIN","QUEENS","1","NEITHER","PHOTO",1,"15","0","0","1","0","0","1",72,"0","0"
1102015,1648,"M","BLACK",24,165,"BLACK","BROWN","MEDIUM","QUEENS","1","NEITHER","PHOTO",1,"15","0","0","1","0","0","1",73,"0","0"
1102015,1653,"M","BLACK",27,170,"BLACK","BROWN","MEDIUM","QUEENS","1","HOUSING AUTHORITY","VERBAL",1,"30","0","0","1","0","0","0",68,"0","0"
1102015,1702,"M","BLACK",50,180,"BLACK","BROWN","THIN","BROOKLYN","0","HOUSING AUTHORITY","PHOTO",10,"5","0","0","1","0","0","0",72,"1","0"
1102015,1709,"M","WHITE-HISPANIC",23,150,"BLACK","BLACK","THIN","BRONX","0","NEITHER","PHOTO",2,"5","0","0","0","0","0","1",63,"0","0"
1102015,1715,"M","BLACK",27,180,"BLACK","BROWN","MEDIUM","QUEENS","1","NEITHER","PHOTO",1,"10","0","0","0","0","0","1",67,"0","0"
1102015,1715,"M","BLACK",30,200,"BLACK","BLACK","MEDIUM","QUEENS","1","NEITHER","VERBAL",1,"10","0","0","0","0","0","1",67,"0","0"
1102015,1715,"M","WHITE-HISPANIC",22,155,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",1,"3","0","0","1","0","0","1",65,"0","0"
1102015,1715,"M","WHITE-HISPANIC",35,160,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","VERBAL",1,"3","0","0","1","0","0","1",67,"1","0"
1102015,1717,"M","BLACK-HISPANIC",40,160,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","REFUSED",1,"3","0","0","0","0","0","1",65,"0","0"
1102015,1725,"M","WHITE-HISPANIC",22,155,"BLACK","BROWN","THIN","BRONX","1","HOUSING AUTHORITY","PHOTO",1,"6","1","1","1","1","0","1",73,"0","1"
1102015,1730,"M","WHITE-HISPANIC",22,140,"BLACK","BROWN","THIN","BRONX","0","HOUSING AUTHORITY","PHOTO",1,"2","1","0","1","1","0","1",70,"0","1"
1102015,1730,"M","WHITE-HISPANIC",22,155,"BLACK","BROWN","THIN","BRONX","1","HOUSING AUTHORITY","PHOTO",3,"5","1","1","1","1","0","0",70,"0","1"
1102015,1755,"M","BLACK",35,180,"BLACK","BROWN","MEDIUM","STATEN IS","0","NEITHER","PHOTO",10,"15","0","0","1","0","0","0",71,"0","0"
1102015,1800,"M","ASIAN/PACIFIC ISLANDER",30,170,"BLACK","BLACK","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","1","0","1","1","0","0",68,"0","0"
1102015,1800,"M","ASIAN/PACIFIC ISLANDER",33,190,"BLACK","BLACK","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","1","0","1","1","0","0",69,"0","0"
1102015,1800,"M","ASIAN/PACIFIC ISLANDER",36,210,"BLACK","BLACK","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","1","0","1","1","0","0",69,"0","0"
1102015,1810,"M","WHITE-HISPANIC",20,160,"BLACK","BROWN","THIN","MANHATTAN","0","HOUSING AUTHORITY","VERBAL",1,"5","0","0","1","0","0","0",68,"0","0"
1102015,1855,"M","WHITE-HISPANIC",31,165,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"10","1","0","1","0","0","0",71,"1","0"
1102015,1900,"M","BLACK",15,100,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","VERBAL",5,"5","0","0","1","0","0","0",71,"0","0"
1102015,1900,"M","BLACK",20,240,"BLACK","BROWN","HEAVY","BROOKLYN","0","NEITHER","PHOTO",5,"20","0","0","0","0","0","0",74,"0","0"
1102015,1900,"M","WHITE-HISPANIC",17,150,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"5","0","1","1","1","0","0",72,"1","1"
1102015,1900,"M","WHITE",17,140,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"5","0","1","1","1","0","0",65,"1","1"
1102015,1900,"M","OTHER",51,190,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",0,"20","0","0","0","0","0","0",73,"0","0"
1102015,1923,"M","WHITE",26,170,"BROWN","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","1",69,"1","0"
1102015,1940,"M","BLACK-HISPANIC",23,160,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","0",65,"0","0"
1102015,1942,"M","WHITE-HISPANIC",22,175,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"5","0","0","0","0","0","1",71,"0","0"
1102015,1950,"M","WHITE",20,180,"BROWN","BLACK","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",1,"1","0","0","0","0","0","1",68,"0","0"
1102015,2005,"M","WHITE",31,230,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","VERBAL",5,"**","1","0","1","1","0","1",69,"1","0"
1102015,2010,"M","WHITE-HISPANIC",44,140,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"4","0","0","1","0","0","1",65,"1","0"
1102015,2021,"F","BLACK",13,120,"BLACK","BROWN","THIN","MANHATTAN","0","HOUSING AUTHORITY","VERBAL",2,"1","0","0","0","0","0","0",62,"0","0"
1102015,2021,"F","BLACK",17,150,"BLACK","BROWN","THIN","MANHATTAN","0","HOUSING AUTHORITY","PHOTO",2,"4","0","0","1","0","0","0",66,"1","0"
1102015,2021,"F","WHITE-HISPANIC",17,120,"BLACK","BROWN","THIN","MANHATTAN","0","HOUSING AUTHORITY","VERBAL",2,"4","0","0","0","0","0","0",65,"0","0"
1102015,2021,"M","BLACK",25,140,"BLACK","BROWN","THIN","MANHATTAN","0","HOUSING AUTHORITY","PHOTO",2,"4","0","0","1","0","0","0",70,"0","0"
1102015,2021,"M","WHITE-HISPANIC",14,120,"BLACK","BROWN","THIN","MANHATTAN","0","HOUSING AUTHORITY","VERBAL",2,"4","1","0","1","1","0","0",69,"1","0"
1102015,2025,"M","BLACK",58,180,"BLACK","BROWN","THIN","BRONX","1","HOUSING AUTHORITY","PHOTO",5,"5","1","0","1","1","0","0",66,"0","0"
1102015,2035,"M","WHITE-HISPANIC",23,140,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",10,"15","0","1","0","0","0","1",67,"0","0"
1102015,2048,"M","UNKNOWN",23,170,"BROWN","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"5","0","0","1","1","0","1",69,"1","0"
1102015,2050,"M","WHITE-HISPANIC",14,140,"BROWN","BROWN","THIN","MANHATTAN","1","HOUSING AUTHORITY","VERBAL",2,"4","0","0","1","1","0","0",62,"0","0"
1102015,2100,"M","BLACK",29,170,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",2,"10","0","0","1","0","0","0",67,"1","0"
1102015,2110,"M","BLACK",20,180,"BROWN","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","0",72,"1","0"
1102015,2115,"M","BLACK",16,200,"BLACK","BROWN","MEDIUM","BRONX","1","HOUSING AUTHORITY","PHOTO",1,"7","1","0","1","1","1","0",71,"1","0"
1102015,2130,"M","BLACK",15,160,"BLACK","BROWN","THIN","QUEENS","1","NEITHER","VERBAL",1,"3","0","0","1","0","0","0",70,"0","0"
1102015,2135,"M","BLACK",23,150,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","0",69,"0","0"
1102015,2136,"M","WHITE-HISPANIC",21,190,"BLACK","BROWN","HEAVY","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","0",68,"0","0"
1102015,2145,"M","BLACK",33,240,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","PHOTO",1,"5","1","0","1","1","0","0",74,"1","0"
1102015,2150,"M","BLACK-HISPANIC",25,200,"BLACK","BROWN","MEDIUM","BROOKLYN","0","HOUSING AUTHORITY","VERBAL",3,"5","0","0","1","0","0","0",71,"0","0"
1102015,2208,"M","BLACK",23,175,"BLACK","BROWN","MEDIUM","MANHATTAN","1","NEITHER","PHOTO",1,"5","0","0","0","0","0","0",72,"0","0"
1102015,2210,"M","WHITE-HISPANIC",21,170,"BROWN","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"2","0","0","0","0","0","0",66,"0","0"
1102015,2250,"M","WHITE-HISPANIC",15,180,"BLACK","BROWN","MEDIUM","MANHATTAN","0","HOUSING AUTHORITY","VERBAL",1,"5","0","0","1","0","0","0",65,"0","0"
1102015,2310,"M","BLACK",40,160,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"6","0","0","1","0","0","0",69,"0","0"
1102015,2330,"M","ASIAN/PACIFIC ISLANDER",26,180,"BLACK","BROWN","MEDIUM","STATEN IS","0","NEITHER","VERBAL",2,"10","0","0","1","0","0","0",66,"1","0"
1102015,2350,"M","WHITE",23,150,"BROWN","UNKNOWN","THIN","MANHATTAN","0","NEITHER","REFUSED",2,"5","0","0","0","0","0","1",69,"0","0"
1112015,8,"M","BLACK",22,190,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",3,"5","0","0","0","0","0","0",71,"0","0"
1112015,25,"M","BLACK",20,170,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","0",69,"1","0"
1112015,25,"M","WHITE-HISPANIC",20,180,"BROWN","BROWN","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","0",69,"1","0"
1112015,30,"M","WHITE-HISPANIC",21,160,"BROWN","BROWN","THIN","STATEN IS","0","NEITHER","VERBAL",1,"4","0","0","1","1","0","0",66,"0","0"
1112015,40,"M","BLACK",18,170,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",2,"5","0","0","1","0","0","0",66,"0","0"
1112015,40,"M","BLACK",17,170,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",2,"5","0","0","1","0","0","0",67,"0","0"
1112015,40,"M","BLACK",18,178,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",2,"5","0","0","1","0","0","0",73,"0","0"
1112015,128,"F","WHITE",23,150,"BLACK","BLACK","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",1,"5","0","0","0","0","0","0",67,"1","0"
1112015,128,"M","WHITE",23,140,"BROWN","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",1,"5","0","0","0","0","0","0",75,"1","0"
1112015,200,"M","BLACK",19,160,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",3,"5","0","0","1","0","0","0",65,"0","0"
1112015,220,"M","BLACK",18,150,"BROWN","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",5,"5","1","0","1","0","0","0",69,"1","0"
1112015,300,"F","WHITE-HISPANIC",24,110,"BROWN","HAZEL","THIN","STATEN IS","0","NEITHER","PHOTO",1,"10","0","0","0","0","0","1",65,"0","0"
1112015,300,"F","WHITE",29,130,"BLOND","BROWN","MEDIUM","STATEN IS","0","NEITHER","PHOTO",1,"1","0","0","0","0","0","1",68,"0","0"
1112015,305,"M","BLACK",33,180,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","1",72,"0","0"
1112015,315,"M","WHITE-HISPANIC",22,155,"BLACK","BROWN","MEDIUM","MANHATTAN","1","NEITHER","PHOTO",5,"5","0","0","0","0","0","1",66,"0","0"
1112015,347,"M","BLACK",28,200,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",1,"90","0","0","1","1","0","1",70,"1","0"
1112015,347,"M","BLACK",25,165,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",1,"90","0","0","1","1","0","1",71,"1","0"
1112015,400,"M","BLACK",40,200,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"15","0","0","0","0","0","0",74,"0","0"
1112015,445,"M","WHITE-HISPANIC",31,190,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",1,"20","1","0","1","0","0","0",69,"1","0"
1112015,452,"M","BLACK",26,180,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",5,"20","0","0","1","1","0","1",71,"1","0"
1112015,452,"M","BLACK",25,230,"BLACK","BROWN","HEAVY","BROOKLYN","0","NEITHER","VERBAL",5,"20","0","0","1","1","0","1",71,"1","0"
1112015,525,"M","BLACK",25,150,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",3,"5","1","0","1","1","1","0",72,"1","0"
1112015,1115,"M","BLACK",50,150,"BLACK","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"3","0","0","0","0","0","1",73,"0","0"
1112015,1140,"M","WHITE",44,190,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",4,"19","1","0","0","1","1","1",69,"0","0"
1112015,1308,"M","BLACK",23,140,"BROWN","BROWN","THIN","STATEN IS","0","NEITHER","VERBAL",1,"3","0","0","0","0","0","1",70,"0","0"
1112015,1315,"M","BLACK",14,105,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",3,"15","0","0","1","0","0","0",64,"1","0"
1112015,1330,"M","BLACK",15,150,"BROWN","BROWN","UNKNOWN","BRONX","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","0",72,"1","0"
1112015,1335,"M","BLACK",25,140,"BLACK","BROWN","MEDIUM","BROOKLYN","0","HOUSING AUTHORITY","REFUSED",1,"1","0","0","0","0","0","0",69,"0","0"
1112015,1345,"M","BLACK",14,130,"BLACK","BROWN","MEDIUM","BROOKLYN","0","HOUSING AUTHORITY","VERBAL",1,"5","0","0","0","0","0","0",65,"0","0"
1112015,1345,"M","BLACK",16,150,"BLACK","BROWN","MEDIUM","BROOKLYN","0","HOUSING AUTHORITY","VERBAL",1,"5","0","0","0","0","0","0",69,"0","0"
1112015,1430,"M","BLACK",17,140,"BLACK","BROWN","THIN","BROOKLYN","0","HOUSING AUTHORITY","REFUSED",1,"5","0","0","0","0","0","0",66,"0","0"
1112015,1430,"M","BLACK",26,150,"BLACK","BROWN","THIN","BROOKLYN","0","HOUSING AUTHORITY","REFUSED",1,"5","0","0","0","0","0","0",66,"0","0"
1112015,1430,"M","BLACK",20,160,"BLACK","BROWN","THIN","BROOKLYN","0","HOUSING AUTHORITY","REFUSED",1,"5","0","0","0","0","0","0",68,"0","0"
1112015,1515,"M","BLACK",27,230,"BLACK","BROWN","UNKNOWN","BROOKLYN","0","NEITHER","PHOTO",1,"1","1","0","1","0","0","0",72,"1","0"
1112015,1609,"M","BLACK",16,160,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","VERBAL",3,"5","1","0","1","0","0","1",69,"0","0"
1112015,1615,"M","BLACK",49,180,"BLACK","BROWN","MEDIUM","BROOKLYN","1","TRANSIT AUTHORITY","PHOTO",1,"15","0","0","1","0","0","1",74,"0","0"
1112015,1625,"M","WHITE-HISPANIC",20,160,"BLACK","BROWN","MEDIUM","BROOKLYN","0","HOUSING AUTHORITY","REFUSED",1,"5","0","0","0","0","0","1",68,"0","0"
1112015,1635,"M","WHITE-HISPANIC",23,150,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"3","1","0","0","0","0","0",70,"0","0"
1112015,1645,"M","BLACK",15,130,"BLACK","BROWN","MEDIUM","STATEN IS","0","HOUSING AUTHORITY","VERBAL",1,"1","0","0","1","0","0","0",62,"0","0"
1112015,1645,"M","WHITE",40,160,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","REFUSED",1,"10","0","0","1","0","0","0",68,"1","0"
1112015,1725,"M","WHITE",58,180,"OTHER","BROWN","MEDIUM","BROOKLYN","0","HOUSING AUTHORITY","PHOTO",1,"5","0","0","0","0","0","0",65,"0","0"
1112015,1850,"M","BLACK",32,215,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",1,"5","0","0","1","1","0","1",73,"0","0"
1112015,1850,"M","BLACK",32,185,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",1,"1","0","0","1","1","0","1",76,"1","0"
1112015,1930,"M","BLACK",41,180,"BALD","BROWN","MEDIUM","MANHATTAN","1","HOUSING AUTHORITY","PHOTO",10,"10","1","0","1","1","0","0",69,"0","0"
1112015,2000,"M","ASIAN/PACIFIC ISLANDER",18,170,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","VERBAL",0,"60","0","0","1","0","0","0",68,"1","0"
1112015,2025,"M","BLACK-HISPANIC",22,180,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"20","0","0","0","0","0","0",66,"0","0"
1112015,2050,"M","BLACK",23,170,"BLACK","BROWN","THIN","QUEENS","0","HOUSING AUTHORITY","REFUSED",2,"5","0","0","1","0","0","1",68,"0","0"
1112015,2051,"M","BLACK",31,180,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",2,"10","0","1","1","0","0","1",73,"1","0"
1112015,2100,"M","BLACK",16,150,"BLACK","BROWN","THIN","BRONX","1","HOUSING AUTHORITY","VERBAL",1,"10","1","0","0","0","0","1",66,"1","0"
1112015,2100,"Z","BLACK",23,220,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","PHOTO",1,"8","0","0","1","1","0","1",71,"0","0"
1112015,2235,"M","BLACK",22,160,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",3,"3","0","0","1","0","0","1",74,"0","0"
1112015,2250,"M","BLACK",20,160,"BLACK","BROWN","THIN","BROOKLYN","0","HOUSING AUTHORITY","VERBAL",3,"10","0","0","1","0","0","0",70,"0","0"
1112015,2300,"M","BLACK",30,200,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","1",70,"1","0"
1112015,2300,"M","BLACK",20,230,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"15","0","1","1","0","1","1",70,"1","0"
1112015,2300,"M","WHITE-HISPANIC",30,190,"BLACK","BROWN","MEDIUM","BRONX","0","HOUSING AUTHORITY","VERBAL",1,"3","0","0","1","1","0","0",69,"1","0"
1112015,2330,"M","BLACK",22,190,"BLACK","BROWN","HEAVY","STATEN IS","0","NEITHER","PHOTO",1,"3","0","0","1","0","0","0",73,"0","0"
1112015,2330,"M","BLACK",32,220,"BLACK","BROWN","HEAVY","STATEN IS","0","NEITHER","VERBAL",1,"3","0","0","1","0","0","0",75,"0","0"
1112015,2335,"M","BLACK",24,190,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"20","0","0","1","0","0","1",69,"1","0"
1112015,2335,"M","BLACK",32,190,"BLACK","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"20","0","0","1","1","0","1",74,"1","0"
1122015,50,"M","BLACK",24,210,"BLACK","BROWN","HEAVY","QUEENS","0","NEITHER","PHOTO",1,"15","0","0","1","0","0","0",70,"0","0"
1122015,50,"M","WHITE-HISPANIC",36,170,"BLACK","BLACK","HEAVY","MANHATTAN","0","NEITHER","PHOTO",5,"8","0","0","0","0","0","1",66,"1","0"
1122015,50,"M","WHITE-HISPANIC",36,158,"BLACK","BLACK","THIN","MANHATTAN","0","NEITHER","VERBAL",5,"8","0","0","0","0","0","1",67,"1","0"
